,Location,Month,OriginalTweet,Country,Cleaned_Tweet,TweetAt
22922,Michigan,Mar,Impulse buying is on the rise to optimize for #Impulsepurchases. https://t.co/9aLOLJpnDW,United States,impulse buying is on the rise to optimize for impulsepurchases ,2020-03-25
2619,,Mar,"Just visited Aldi at Hawthorn #Adelaide and all meats, canned food among other things GONE. Panic buying due to #coronavirus is insane! What happens to those who are not panic buying and have a family to feed and keep healthy?",Italia,just visited aldi at hawthorn adelaide and all meats canned food among other things gone panic buying due to coronavirus is insane what happens to those who are not panic buying and have a family to feed and keep healthy,2020-03-17
4497,"Nashville, Tennessee",Mar,"A free grocery store in Nashville founded by country star Brad Paisley and actress Kimberly Williams-Paisley will deliver groceries to the elderly in the wake of the coronavirus pandemic.
@JoshBreslowWKRN 
@WKRN 
https://t.co/TP5SyEsLNj",United States,a free grocery store in nashville founded by country star brad paisley and actress kimberly williamspaisley will deliver groceries to the elderly in the wake of the coronavirus pandemicjoshbreslowwkrn wkrn ,2020-03-18
17889,"St Augustine, FL",Mar,Florida Governor says no lock down. And by the way the store will not take back your #toiletpaper #coronavirus #COVID?19  #selfish,United States,florida governor says no lock down and by the way the store will not take back your toiletpaper coronavirus    selfish,2020-03-23
3842,All across Michigan,Mar,COVID 19 Update Retail Store is open w shortened hours Golf Course open 9 Holes 12 50 Walking Only Driving Range Open   Increased distance between hitting stations to observe social distancing Simulators are Closed More Info,United States,covid   update retail store is open w shortened hours golf course open   holes     walking only driving range open   increased distance between hitting stations to observe social distancing simulators are closed more info,2020-03-18
371,,Mar,"@GovInslee Some retail outlets like @rossstores1 and @marshalls in Renton have more than 50 customers in for non-essential items and some even line up in the morning before the store opens.These places are a hub for spreading any virus, especially #corona",Italia,govinslee some retail outlets like   and marshalls in renton have more than   customers in for nonessential items and some even line up in the morning before the store opensthese places are a hub for spreading any virus especially corona,2020-03-16
18710,"Stockton-on-Tees, UK",Mar,#askskynews should supermarket delivery drivers be tested for covid-19 as they attend numerous addresses daily and are a high risk of spreading the virus if positive?,United Kingdom,askskynews should supermarket delivery drivers be tested for   as they attend numerous addresses daily and are a high risk of spreading the virus if positive,2020-03-23
19566,United States,Mar,How to protect yourself from #coronavirus at grocery store  https://t.co/0qNwFwuS95,United States,how to protect yourself from coronavirus at grocery store  ,2020-03-24
14738,United Kingdom,Mar,This page will be for exposing shopkeepers who increase prices of necessities during the COVID 19 pandemic but we would also like to include pictures and videos of honest shopkeepers who care about their community,United Kingdom,this page will be for exposing shopkeepers who increase prices of necessities during the covid   pandemic but we would also like to include pictures and videos of honest shopkeepers who care about their community,2020-03-22
20907,Global,Mar,#US #Coronavirus: Man who licked goods on supermarket shelf arrested on terror charge https://t.co/oXfsP5P4eR,Canada,us coronavirus man who licked goods on supermarket shelf arrested on terror charge ,2020-03-25
21095,"Norwalk, CT",Mar,So proud of @RRRepellents and their work to help during the #coronavirus health crisis. They moved fast to begin producing hand sanitizer to help our health care heroes. Both their corporate and manufacturing offices are in Norwalk. https://t.co/gjvhzwCT7d https://t.co/rwI51ZyL4k,United States,so proud of rrrepellents and their work to help during the coronavirus health crisis they moved fast to begin producing hand sanitizer to help our health care heroes both their corporate and manufacturing offices are in norwalk  ,2020-03-25
9892,"Bronx, NY",Mar,Don t let the current state of affairs make you feel like it s you vs them Help others now because you may need their help later,United States,don t let the current state of affairs make you feel like it s you vs them help others now because you may need their help later,2020-03-20
11162,"West Midlands, England",Mar,"#CoronaCrisis #profiteering #Spiv @BBCNews What is the government going to do about these ""Spivs"" profiteering on Ebay etc? Emptying supermarket shelves and to resell basic items at extortionate prices to vulnerable and essential people who are desperate for them.",United Kingdom,coronacrisis profiteering spiv bbcnews what is the government going to do about these spivs profiteering on ebay etc emptying supermarket shelves and to resell basic items at extortionate prices to vulnerable and essential people who are desperate for them,2020-03-20
2681,"Las Vegas, Nevada",Mar,Country star @BradPaisley and his wife are helping elderly amid #coronavirus pandemic #8NN #InThisTogether https://t.co/avwSCtHOxm,United States,country star bradpaisley and his wife are helping elderly amid coronavirus pandemic   inthistogether ,2020-03-18
20946,,Mar,"I'm completely turned off going out after seeing that video of the lady spitting on fresh produce at the supermarket knowing damn well she tested positive for #coronavirus, fkn wicked.",Italia,im completely turned off going out after seeing that video of the lady spitting on fresh produce at the supermarket knowing damn well she tested positive for coronavirus fkn wicked,2020-03-25
449,UK,Mar,"Recent surge in online shopping affected your local retail biz? @Techpals_UK may be able to help. 
#SmallBiz #COVID19 #CoronaVirus https://t.co/ms2A2DUC42",United Kingdom,recent surge in online shopping affected your local retail biz techpalsuk may be able to help smallbiz   coronavirus ,2020-03-16
14489,The America's.,Mar,#Canada: COVID-19: Should I wear a mask at the supermarket? https://t.co/LTmESLk1q3,Perú,canada   should i wear a mask at the supermarket ,2020-03-21
11150,"BELFAST, Wish I lived n London",Mar,"@LofasJohn Why are EVERYONE, Politicians, Shops, stores and supermarket chain`s KEEP telling US to not to Panic, as there is plenty of food/stock? PUT THEM ON THE SHELVES THEN ! You ALL must STOP telling us and DO SOMETHING ...NOW ! @V2019N #Covid_19 #COV",,lofasjohn why are everyone politicians shops stores and supermarket chains keep telling us to not to panic as there is plenty of foodstock put them on the shelves then  you all must stop telling us and do something now      cov,2020-03-20
24884,"Kifissia, Athens, Greece",Mar,"Felt like being in a dystopian movie going to the supermarket today. A number to get in, wearing gloves, so little ppl and at a distance from each other, giant panes in front of the cashiers'. Life in #lockdown #Greece #Coronavirus #Covid19",Ελλάς,felt like being in a dystopian movie going to the supermarket today a number to get in wearing gloves so little ppl and at a distance from each other giant panes in front of the cashiers life in lockdown greece coronavirus  ,2020-03-27
11991,"Leicester, England",Mar,"I wrote to #JananMeat company, halal meat supplier to @asda in Oadby, Leicester to clarify why they have bumped up their prices at a time of crisis. Will post any response. @AsdaServiceTeam perhaps you need to look into this? #CoronaCrisis #WereInThisTogether https://t.co/WJGKbOI26Q",United Kingdom,i wrote to jananmeat company halal meat supplier to asda in oadby leicester to clarify why they have bumped up their prices at a time of crisis will post any response asdaserviceteam perhaps you need to look into this coronacrisis wereinthistogether ,2020-03-20
